variant,threshold,ddos_f1,ddos_precision,ddos_recall,ddos_fpr_non_ddos,benign_fpr,scan_fpr_non_scan,score_99_9
V2,0.9500000000000001,0.004298257814708297,0.002349741626531379,0.025172370301858236,0.5072159353630963,0.5180703401750858,0.0,0.9953634738922119
V2,0.96,0.004298257814708297,0.002349741626531379,0.025172370301858236,0.5072159353630963,0.5180703401750858,0.0,0.9953634738922119
V2,0.97,0.004298257814708297,0.002349741626531379,0.025172370301858236,0.5072159353630963,0.5180703401750858,0.0,0.9953634738922119
V2,0.98,0.004298257814708297,0.002349741626531379,0.025172370301858236,0.5072159353630963,0.5180703401750858,0.0,0.9953634738922119
V2,0.99,0.004461375109438742,0.0024475838923430993,0.025172370301858236,0.4868922021609149,0.4926744255114253,0.0,0.9953634738922119
V2,0.9905945062637329,0.013512667770438266,0.009263665369103433,0.024962162616665267,0.1266974893742465,0.07166336606135208,0.0,0.9953634738922119
V2,0.9953634738922119,0.0,0.0,0.0,0.010421992429166216,0.013168088222842043,0.0,0.9953634738922119
V2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953634738922119
D_all_timing,0.0,0.08668813582331816,0.04530789645242752,1.0,1.0,1.0,0.0,0.9955434203147888
D_all_timing,0.01,0.2802849866476951,0.16298339228970563,1.0,0.24372568023028743,0.1993424486489424,0.0,0.9955434203147888
D_all_timing,0.02,0.2904694667267079,0.16991183314552263,1.0,0.23185217071636607,0.18507296507256066,0.0,0.9955434203147888
D_all_timing,0.03,0.29658677697543456,0.1741132292309072,1.0,0.22511234293313195,0.17849176449475462,0.0,0.9955434203147888
D_all_timing,0.04,0.29658677697543456,0.1741132292309072,1.0,0.22511234293313195,0.17849176449475462,0.0,0.9955434203147888
D_all_timing,0.05,0.3342684539943471,0.20067366485068222,1.0,0.1890359083379431,0.13281513619262222,0.0,0.9955434203147888
